ID,VAR00,VAR00.1,VAR01,VAR02,VAR02_1,VAR03,VAR04,VAR05,VAR06,VAR07,VAR08,VAR09_1,VAR09_2,VAR09_3,VAR09_4,VAR09_5,VAR09_6,VAR09_7,VAR09_8,VAR09_9,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35
240,SWE_18,SWE_18,Sweden,1,,1,34,4,1,2,8,2,2,2,2,2,2,2,2,1,3,999,1,not rejected,1,99,99,999,0,0,1,999
242,SWE_13,SWE_13,Sweden,1,,1,43,2,2,3,5,2,2,2,1,2,2,2,1,2,2,999,1,not rejected,5,99,99,999,999,1,0,0
245,SWE_34,SWE_34,Sweden,1,,0,45,3,1,3,7,2,2,2,2,2,2,2,2,1,2,999,1,not rejected,12,99,99,999,0,1,1,1
246,SWE_36,SWE_36,Sweden,1,,1,32,999,5,999,1,2,2,2,2,2,2,2,2,1,3,999,1,not rejected,7,99,99,999,1,0,1,999
248,SWE_14,SWE_14,Sweden,1,,0,30,999,3,3,8,2,2,2,2,2,2,2,2,1,4,999,1,not rejected,999,0,0,999,999,999,0,1
251,SWE_41,SWE_41,Sweden,1,,0,61,999,5,3,5,2,1,2,2,2,1,2,2,2,1,999,1,not rejected,2,99,99,999,1,999,1,1
253,SWE_1,SWE_1,Sweden,1,,0,84,2,1,3,999,2,1,2,2,2,2,2,2,2,2,0,1,not rejected,3,0,0,999,1,0,1,999
261,SWE_21,SWE_21,Sweden,1,,1,27,1,2,3,5,2,2,2,1,2,2,2,2,2,2,999,1,not rejected,21,0,0,999,1,999,0,999
265,SWE_4,SWE_4,Sweden,1,,0,43,999,5,3,5,2,2,2,2,2,2,2,2,1,2,999,1,not rejected,1,0,0,999,999,1,1,999
266,SWE_57,SWE_57,Sweden,2,,1,19,999,5,999,2,2,2,2,2,2,2,2,2,1,1,0,0,rejected,999,1,1,999,1,1,0,999
267,SWE_49,SWE_49,Sweden,2,,0,26,2,1,1,1,2,2,2,2,2,2,2,2,1,1,0,0,rejected,999,1,2,999,999,1,0,999
269,OzU_1,TR_104,Turkey,1,,1,29,0,1,3,8,2,2,2,2,2,2,2,2,1,4,999,1,not rejected,999,0,99,999,1,0,1,999
271,PLMICh10,PLM_10,Poland,4,Russia (Chechnya),0,37,1,1,3,5,2,2,2,2,2,2,2,2,1,3,999,1,not rejected,36,99,99,999,1,0,1,1
276,IRAQ-M-BER2-02/08,DE_45,Germany,3,,0,36,4,1,2,4,2,2,2,2,2,2,1,2,2,1,999,1,rejected,999,99,2,999,1,999,999,999
277,NIG-W-GRO-20/11/18,DE_46,Germany,4,Nigeria,1,34,2,3,3,3,2,2,2,2,2,2,1,1,2,1,999,1,rejected,999,1,2,999,1,999,1,1
278,SYR-M-BER1-28/07,DE_47,Germany,1,,0,26,0,6,3,999,2,2,2,2,2,2,2,2,1,2,999,1,not rejected,2,0,0,999,1,999,1,1
284,OzU_8,TR_111,Turkey,1,,1,40,5,2,2,3,2,2,2,1,2,2,2,1,2,4,1,1,not rejected,999,99,0,999,1,999,0,0
298,HUN_1,HUN_1,Hungary,2,,0,29,999,6,999,999,2,2,2,2,2,2,2,2,1,2,1,0,not rejected,999,99,99,999,999,999,999,999
301,HUN_4,HUN_4,Hungary,1,,1,35,1,1,3,5,2,2,2,2,2,2,2,2,1,2,999,1,not rejected,999,99,99,999,1,999,0,999
302,HUN_5,HUN_5,Hungary,2,,0,27,999,5,0,7,2,2,2,2,2,2,2,2,1,5,0,1,not rejected,9,99,99,999,999,999,1,1
306,HUN_9,HUN_9,Hungary,2,,0,24,0,5,999,999,2,2,2,2,2,2,2,2,1,2,999,1,not rejected,999,99,99,999,999,999,0,999
308,HUN_11,HUN_20,Hungary,2,,999,999,3,1,999,1,2,2,2,2,2,2,2,2,1,2,999,1,rejected,999,1,0,999,999,999,1,1
311,"SYR- F- GOE- 14.12 (SYR- F- GOE- 14.12, Pos. 6)",DE_48,Germany,1,,1,25,0,3,3,8,2,2,2,2,2,2,2,2,1,1,999,999,not rejected,999,0,0,999,0,999,1,1
315,SYR- M- GOE- 27.10,DE_49,Germany,1,,0,34,4,1,3,5,2,2,2,2,2,2,2,2,1,1,999,1,not rejected,999,0,0,999,999,999,1,1
317,SYR- M- Goe- 30.10,DE_50,Germany,1,,0,22,0,5,3,8,2,2,2,2,2,2,2,2,1,1,999,1,not rejected,999,99,99,999,1,999,999,999
322,TUR-W-BER3-24/12,DE_52,Germany,4,Turkey,1,33,1,1,999,1,2,2,2,2,2,2,2,2,1,999,999,1,rejected,999,99,99,999,999,999,999,1
323,TUR-M-GÖ1-18/08,DE_53,Germany,4,Turkey,0,67,6,1,3,1,2,2,2,2,2,2,2,2,1,6,999,1,rejected,999,99,99,999,999,999,999,999
334,AT_1,AT_1,Austria,1,,0,27,0,6,3,7,2,2,2,2,2,2,2,2,1,2,999,1,not rejected,12,99,99,999,1,999,1,1
335,AT_2,AT_2,Austria,2,,0,21,0,5,1,999,2,2,2,2,2,2,2,2,1,1,999,1,rejected,23,1,2,999,1,1,0,1
336,AT_3,AT_3,Austria,2,,0,18,0,5,1,999,2,2,2,2,2,2,2,2,1,1,999,1,rejected,36,1,2,999,1,1,0,0
340,AT_7,AT_7,Austria,1,,0,36,3,1,3,5,2,2,2,2,2,2,2,2,1,2,999,1,not rejected,8,99,99,999,1,0,0,999
341,AT_8,AT_8,Austria,1,,1,31,1,1,3,5,2,2,2,2,2,2,2,2,1,2,999,1,not rejected,3,99,99,999,999,999,999,999
344,AT_11,AT_11,Austria,2,,1,19,0,5,2,999,2,2,2,2,2,2,2,2,1,2,1,1,not rejected,24,99,99,999,1,1,1,0
345,AT_12,AT_12,Austria,2,,1,23,0,5,1,1,2,2,2,2,2,2,2,2,1,2,999,1,rejected,6,1,99,999,999,999,999,999
348,AT_15,AT_15,Austria,2,,1,23,0,5,2,8,2,2,2,2,2,2,2,2,1,2,999,1,not rejected,26,99,99,999,1,999,1,999
351,AT_18,AT_18,Austria,3,,1,22,0,5,3,999,2,2,2,2,2,2,2,2,1,1,999,1,rejected,999,99,2,999,1,1,999,999
352,AT_19,AT_19,Austria,1,,0,34,0,6,3,999,2,2,2,2,2,2,2,2,1,2,999,1,not rejected,999,99,99,999,1,0,1,1
353,AT_20,AT_20,Austria,1,,0,41,3,1,3,4,2,2,2,2,2,2,2,2,1,2,999,1,not rejected,28,99,99,999,1,999,0,999
355,AT_22,AT_22,Austria,3,,1,31,4,1,999,8,2,2,1,2,2,2,2,2,2,1,999,1,rejected,999,1,2,999,1,1,0,1
359,AT_26,AT_26,Austria,4,Iran,1,39,1,1,3,5,2,2,2,2,2,2,2,2,1,1,999,1,rejected,22,1,2,999,1,1,1,1
361,AT_28,AT_28,Austria,4,Pakistan,1,47,2,2,3,8,2,2,2,1,2,2,2,1,2,1,999,1,rejected,29,1,2,999,1,999,0,1
368,UK_11,UK_11,United Kingdom,4,Pakistan,0,43,0,1,999,999,2,2,2,2,2,2,2,2,1,6,0,1,rejected,999,99,99,999,999,0,0,999
372,UK_15,UK_15,United Kingdom,1,,0,31,999,999,3,999,2,2,2,2,2,2,2,2,1,2,999,1,not rejected,7,99,99,999,1,1,0,1
373,UK_1,UK_1,United Kingdom,3,,1,28,999,5,3,1,2,2,2,2,2,2,2,1,2,3,0,1,rejected,13,1,1,8,1,1,0,1
375,UK_3,UK_3,United Kingdom,3,,0,30,999,5,3,1,2,2,2,2,2,1,1,2,2,3,0,1,rejected,12,1,1,6,1,0,0,1
379,DE_V_2,DE_V_2,Germany,3,,1,20,999,5,3,8,2,2,2,2,2,2,2,2,1,3,0,1,not rejected,3,99,99,999,1,0,1,1
380,DE_V_3,DE_V_3,Germany,3,,0,45,10,1,1,7,1,2,2,2,2,2,2,2,2,1,0,1,rejected,14,1,1,6,1,0,0,1
384,DE_V_7,DE_V_7,Germany,3,,0,41,3,1,3,7,2,2,2,2,2,2,2,2,1,3,0,1,not rejected,7,99,99,999,1,0,1,1
385,DE_V_8,DE_V_8,Germany,3,,0,48,5,1,1,7,2,2,2,2,2,2,2,2,1,1,0,1,rejected,9,1,1,6,1,999,1,1
386,DE_V_9,DE_V_9,Germany,3,,0,48,8,1,1,7,2,2,2,2,2,2,2,2,1,1,0,1,rejected,6,99,1,12,1,0,1,1
389,DE_V_12,DE_V_12,Germany,1,,0,25,999,5,3,999,2,2,2,2,2,2,2,2,1,3,0,1,not rejected,9,0,99,999,1,0,1,1
390,DE_V_13,DE_V_13,Germany,1,,1,23,999,5,3,8,2,2,2,2,2,2,2,2,1,3,0,1,not rejected,16,99,99,999,1,0,1,1
391,DE_V_14,DE_V_14,Germany,1,,0,26,999,3,3,2,2,2,2,2,2,2,1,2,2,2,0,1,not rejected,9,999,99,999,1,0,1,1
395,SWE_V_18,SWE_V_18,Sweden,1,,0,25,999,5,3,999,2,2,2,2,2,2,2,2,1,3,0,1,not rejected,7,0,99,999,1,0,1,1
399,SWE_V_22,SWE_V_22,Sweden,1,,0,38,999,5,3,7,2,2,2,2,2,2,2,2,1,4,0,1,not rejected,5,99,99,999,1,0,1,1
400,SWE_V_23,SWE_V_23,Sweden,1,,1,63,1,2,3,5,2,2,2,2,2,2,2,2,1,2,0,1,not rejected,7,99,99,999,1,0,1,1
402,SWE_V_25,SWE_V_25,Sweden,1,,0,30,999,5,2,2,2,2,2,2,2,2,2,2,1,3,0,1,not rejected,8,0,99,999,1,0,1,1
409,HUN_17,HUN_17,Hungary,4,Missing,0,30,0,5,3,999,2,2,2,2,2,2,2,2,1,2,999,1,rejected,999,1,99,999,1,999,0,999
410,HUN_18,HUN_18,Hungary,4,Iran,999,33,0,5,3,999,2,2,2,2,2,2,2,2,1,999,999,1,rejected,999,99,99,999,0,0,0,999
412,CAM-M-GRO-07/07,DE_60,Germany,4,Cameroon,0,39,0,5,999,1,2,2,2,2,2,2,2,2,1,999,0,1,rejected,999,1,1,999,1,999,999,999
478,GRE_1,GRE_1,Greece,2,,0,25,0,5,2,999,2,2,2,2,2,2,2,2,1,2,0,1,not rejected,470,99,99,999,1,1,0,1
505,GRE_8,GRE_8,Greece,4,Somalia,0,20,0,5,999,999,2,2,2,2,2,2,2,2,1,3,999,1,not rejected,180,0,0,999,1,999,1,1
509,GRE_13,GRE_13,Greece,2,,0,25,0,5,1,999,2,2,2,2,2,2,2,2,1,2,999,1,not rejected,88,99,99,999,1,1,999,999
512,GRE_16,GRE_16,Greece,2,,1,24,0,5,3,5,2,2,2,2,2,2,2,1,2,2,999,1,not rejected,12,0,0,999,1,1,0,0
515,GRE_19,GRE_19,Greece,1,,0,18,999,999,999,999,2,2,2,2,2,2,1,2,2,3,999,1,not rejected,12,0,99,999,1,1,1,1
519,GRE_24,GRE_24,Greece,2,,0,22,0,5,0,1,2,2,2,2,2,2,2,2,1,1,999,1,rejected,1,1,99,999,1,1,1,1
522,GRE_28,GRE_28,Greece,2,,0,23,0,5,1,2,2,2,2,2,2,2,2,1,2,2,999,1,not rejected,999,0,0,999,1,1,1,1
18,11 - ITA04032019MICRO,ITA_11,Italy,4,Nigeria,0,28,1,5,999,999,2,2,2,1,2,2,2,2,2,1,999,1,rejected,999,1,2,999,999,999,1,999
23,16 - ITA04032019MICRO,ITA_16,Italy,4,Liberia,0,24,999,5,999,5,2,2,2,2,2,2,2,2,1,1,999,1,rejected,999,1,2,999,999,0,0,999
203,SWE_3,SWE_3,Sweden,1,,0,32,999,1,3,6,2,2,2,2,2,2,2,2,1,2,0,1,not rejected,2,0,0,999,999,1,1,999
212,SWE_25,SWE_25,Sweden,1,,1,50,999,2,3,4,2,2,2,2,2,2,2,2,1,2,0,1,not rejected,3,99,99,999,999,1,1,999
239,SWE_12,SWE_12,Sweden,1,,1,33,999,3,3,5,2,2,2,2,2,2,2,2,1,2,999,1,not rejected,2,99,99,999,999,999,1,999
256,SWE_42,SWE_42,Sweden,1,,0,47,2,1,3,5,2,2,2,2,2,2,2,2,1,2,0,1,not rejected,999,0,0,999,0,0,1,999
263,SWE_39,SWE_39,Sweden,1,,0,30,999,5,3,4,2,2,2,2,2,2,2,2,1,2,999,1,not rejected,9,99,99,999,0,1,1,999
312,SYR- F- GOE- 27.10,DE_61,Germany,1,,1,30,0,5,3,8,2,2,2,2,2,2,2,2,1,1,999,1,not rejected,999,999,0,999,1,999,1,1
330,LIB-M-GRO 22/04/19,DE_62,Germany,4,Libya,0,56,7,1,999,4,2,2,2,2,2,2,2,2,1,2,999,1,not rejected,999,99,0,999,1,999,1,1
343,AT_10,AT_10,Austria,1,,1,22,0,5,3,999,2,2,2,2,2,2,2,2,1,2,999,1,not rejected,999,99,99,999,1,1,1,999
346,AT_13,AT_13,Austria,2,,1,35,2,1,3,5,2,2,2,1,2,2,2,2,2,2,999,1,not rejected,24,99,99,999,1,1,1,999
356,AT_23,AT_23,Austria,1,,0,23,1,1,999,2,2,2,2,2,2,2,2,2,1,2,999,1,not rejected,14,99,99,999,1,1,1,999
366,UK_9,UK_9,United Kingdom,3,,0,40,0,5,3,999,2,2,2,2,2,2,2,2,1,2,999,1,rejected,999,1,1,999,999,999,0,1
388,DE_V_11,DE_V_11,Germany,1,,0,26,999,3,3,8,2,2,2,2,2,2,2,2,1,1,0,1,rejected,14,1,2,6,1,0,0,999
392,DE_V_15,DE_V_15,Germany,1,,2,30,999,5,3,999,2,2,2,2,2,2,2,2,1,3,0,1,not rejected,3,99,99,999,999,0,1,1
396,SWE_V_19,SWE_V_19,Sweden,1,,1,30,1,1,3,5,2,2,2,2,2,2,2,2,1,3,0,1,not rejected,6,99,99,999,1,999,1,1
404,HUN_12,HUN_12,Hungary,2,,0,40,2,2,3,5,2,2,2,2,2,2,2,2,1,2,999,1,rejected,999,1,1,999,999,999,999,999
502,GRE_5,GRE_5,Greece,2,,0,32,0,5,2,1,2,2,2,2,2,2,2,2,1,3,999,1,rejected,999,1,0,45,1,1,0,1
520,GRE_26,GRE_26,Greece,4,Eritrea,0,24,0,5,0,999,2,2,2,2,2,2,2,2,1,1,999,1,rejected,12,1,2,5,1,0,0,0
