Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Other people in need of international protection,Stateless persons,Host Community,Others of concern
2021,Albania,ALB,Bulgaria,BGR,0,5,0,-,0,-,0
2021,Algeria,DZA,Bulgaria,BGR,0,27,0,-,0,-,0
2021,Egypt,EGY,Bulgaria,BGR,17,6,0,-,0,-,0
2021,Armenia,ARM,Bulgaria,BGR,11,5,0,-,0,-,0
2021,Bangladesh,BGD,Bulgaria,BGR,8,24,0,-,0,-,0
2021,Cameroon,CMR,Bulgaria,BGR,0,5,0,-,0,-,0
2021,Congo,COG,Bulgaria,BGR,9,0,0,-,0,-,0
2021,Cuba,CUB,Bulgaria,BGR,0,5,0,-,0,-,0
2021,Eritrea,ERI,Bulgaria,BGR,12,5,0,-,0,-,0
2021,Ethiopia,ETH,Bulgaria,BGR,9,0,0,-,0,-,0
2021,Georgia,GEO,Bulgaria,BGR,0,5,0,-,0,-,0
2021,Guinea,GIN,Bulgaria,BGR,5,0,0,-,0,-,0
2021,Cote d'Ivoire,CIV,Bulgaria,BGR,5,0,0,-,0,-,0
2021,India,IND,Bulgaria,BGR,5,0,0,-,0,-,0
2021,Iran (Islamic Rep. of),IRN,Bulgaria,BGR,81,44,0,-,0,-,0
2021,Iraq,IRQ,Bulgaria,BGR,1127,200,0,-,0,-,0
2021,Jordan,JOR,Bulgaria,BGR,6,0,0,-,0,-,0
2021,Lebanon,LBN,Bulgaria,BGR,22,6,0,-,0,-,0
2021,Mauritania,MRT,Bulgaria,BGR,0,5,0,-,0,-,0
2021,Mali,MLI,Bulgaria,BGR,5,0,0,-,0,-,0
2021,Morocco,MAR,Bulgaria,BGR,5,129,0,-,0,-,0
2021,Nigeria,NGA,Bulgaria,BGR,0,5,0,-,0,-,0
2021,Pakistan,PAK,Bulgaria,BGR,30,56,0,-,0,-,0
2021,Russian Federation,RUS,Bulgaria,BGR,12,0,0,-,0,-,0
2021,Serbia and Kosovo: S/RES/1244 (1999),SRB,Bulgaria,BGR,0,5,0,-,0,-,0
2021,Senegal,SEN,Bulgaria,BGR,0,5,0,-,0,-,0
2021,Somalia,SOM,Bulgaria,BGR,47,5,0,-,0,-,0
2021,Sudan,SDN,Bulgaria,BGR,12,0,0,-,0,-,0
2021,Syrian Arab Rep.,SYR,Bulgaria,BGR,20067,2368,0,-,0,-,0
2021,Tunisia,TUN,Bulgaria,BGR,0,19,0,-,0,-,0
2021,Türkiye,TUR,Bulgaria,BGR,9,13,0,-,0,-,0
2021,Ukraine,UKR,Bulgaria,BGR,0,6,0,-,0,-,0
2021,Venezuela (Bolivarian Republic of),VEN,Bulgaria,BGR,0,5,0,-,0,-,0
2021,Yemen,YEM,Bulgaria,BGR,23,9,0,-,0,-,0
2021,Stateless,XXA,Bulgaria,BGR,1003,35,0,-,1120,-,0
2021,Afghanistan,AFG,Cyprus,CYP,17,143,0,-,0,-,0
2021,Albania,ALB,Cyprus,CYP,0,5,0,-,0,-,0
2021,Algeria,DZA,Cyprus,CYP,8,0,0,-,0,-,0
2021,Angola,AGO,Cyprus,CYP,0,15,0,-,0,-,0
2021,Egypt,EGY,Cyprus,CYP,120,477,0,-,0,-,0
2021,Armenia,ARM,Cyprus,CYP,26,16,0,-,0,-,0
2021,Burundi,BDI,Cyprus,CYP,0,11,0,-,0,-,0
2021,Bangladesh,BGD,Cyprus,CYP,10,1807,0,-,0,-,0
2021,Burkina Faso,BFA,Cyprus,CYP,0,10,0,-,0,-,0
2021,Belarus,BLR,Cyprus,CYP,0,6,0,-,0,-,0
2021,Bosnia and Herzegovina,BIH,Cyprus,CYP,15,0,0,-,0,-,0
2021,Central African Rep.,CAF,Cyprus,CYP,0,5,0,-,0,-,0
2021,China,CHN,Cyprus,CYP,5,9,0,-,0,-,0
2021,Cameroon,CMR,Cyprus,CYP,131,2826,0,-,0,-,0
2021,Congo,COG,Cyprus,CYP,10,160,0,-,0,-,0
2021,Dem. Rep. of the Congo,COD,Cyprus,CYP,36,2313,0,-,0,-,0
2021,Comoros,COM,Cyprus,CYP,0,11,0,-,0,-,0
2021,Djibouti,DJI,Cyprus,CYP,0,9,0,-,0,-,0
2021,Eritrea,ERI,Cyprus,CYP,53,5,0,-,0,-,0
2021,Ethiopia,ETH,Cyprus,CYP,10,14,0,-,0,-,0
2021,Gabon,GAB,Cyprus,CYP,0,5,0,-,0,-,0
2021,Gambia,GMB,Cyprus,CYP,6,50,0,-,0,-,0
2021,Palestinian,PSE,Cyprus,CYP,2208,125,0,-,0,-,0
2021,Georgia,GEO,Cyprus,CYP,85,584,0,-,0,-,0
2021,Ghana,GHA,Cyprus,CYP,0,31,0,-,0,-,0
2021,Guinea-Bissau,GNB,Cyprus,CYP,0,5,0,-,0,-,0
2021,Guinea,GIN,Cyprus,CYP,6,439,0,-,0,-,0
2021,Haiti,HTI,Cyprus,CYP,0,5,0,-,0,-,0
2021,Cote d'Ivoire,CIV,Cyprus,CYP,5,94,0,-,0,-,0
2021,India,IND,Cyprus,CYP,10,1971,0,-,0,-,0
2021,Iran (Islamic Rep. of),IRN,Cyprus,CYP,624,521,0,-,0,-,0
2021,Iraq,IRQ,Cyprus,CYP,988,113,0,-,0,-,0
2021,Jordan,JOR,Cyprus,CYP,50,83,0,-,0,-,0
2021,Kazakhstan,KAZ,Cyprus,CYP,5,0,0,-,0,-,0
2021,Kenya,KEN,Cyprus,CYP,0,5,0,-,0,-,0
2021,Kyrgyzstan,KGZ,Cyprus,CYP,5,0,0,-,0,-,0
2021,Liberia,LBR,Cyprus,CYP,0,168,0,-,0,-,0
2021,Libya,LBY,Cyprus,CYP,12,5,0,-,0,-,0
2021,Lebanon,LBN,Cyprus,CYP,53,112,0,-,0,-,0
2021,Sri Lanka,LKA,Cyprus,CYP,29,430,0,-,0,-,0
2021,Rep. of Moldova,MDA,Cyprus,CYP,18,15,0,-,0,-,0
2021,Mali,MLI,Cyprus,CYP,0,6,0,-,0,-,0
2021,Mongolia,MNG,Cyprus,CYP,0,5,0,-,0,-,0
2021,Morocco,MAR,Cyprus,CYP,0,11,0,-,0,-,0
2021,Nepal,NPL,Cyprus,CYP,0,990,0,-,0,-,0
2021,Niger,NER,Cyprus,CYP,0,5,0,-,0,-,0
2021,Nigeria,NGA,Cyprus,CYP,23,2139,0,-,0,-,0
2021,Pakistan,PAK,Cyprus,CYP,21,1460,0,-,0,-,0
2021,Philippines,PHL,Cyprus,CYP,12,180,0,-,0,-,0
2021,South Africa,ZAF,Cyprus,CYP,0,5,0,-,0,-,0
2021,Russian Federation,RUS,Cyprus,CYP,77,75,0,-,0,-,0
2021,Rwanda,RWA,Cyprus,CYP,5,6,0,-,0,-,0
2021,Serbia and Kosovo: S/RES/1244 (1999),SRB,Cyprus,CYP,59,9,0,-,0,-,0
2021,Senegal,SEN,Cyprus,CYP,0,39,0,-,0,-,0
2021,Sierra Leone,SLE,Cyprus,CYP,24,616,0,-,0,-,0
2021,Somalia,SOM,Cyprus,CYP,371,874,0,-,0,-,0
2021,Viet Nam,VNM,Cyprus,CYP,5,271,0,-,0,-,0
2021,Sudan,SDN,Cyprus,CYP,14,8,0,-,0,-,0
2021,Syrian Arab Rep.,SYR,Cyprus,CYP,10735,5545,0,-,0,-,0
2021,Turkmenistan,TKM,Cyprus,CYP,0,5,0,-,0,-,0
2021,Togo,TGO,Cyprus,CYP,0,15,0,-,0,-,0
2021,Türkiye,TUR,Cyprus,CYP,243,262,0,-,0,-,0
2021,Ukraine,UKR,Cyprus,CYP,31,64,0,-,0,-,0
2021,Uzbekistan,UZB,Cyprus,CYP,5,5,0,-,0,-,0
2021,Yemen,YEM,Cyprus,CYP,41,28,0,-,0,-,0
2021,Zimbabwe,ZWE,Cyprus,CYP,0,23,0,-,0,-,0
2021,Stateless,XXA,Cyprus,CYP,66,0,0,-,66,-,0
2021,Unknown ,UNK,Cyprus,CYP,0,87,0,-,0,-,0
2021,Afghanistan,AFG,Czechia,CZE,150,36,0,-,0,-,0
2021,Algeria,DZA,Czechia,CZE,0,8,0,-,0,-,0
2021,Egypt,EGY,Czechia,CZE,7,10,0,-,0,-,0
2021,Armenia,ARM,Czechia,CZE,21,6,0,-,0,-,0
2021,Azerbaijan,AZE,Czechia,CZE,26,18,0,-,0,-,0
2021,Burundi,BDI,Czechia,CZE,5,0,0,-,0,-,0
2021,Belarus,BLR,Czechia,CZE,169,38,0,-,0,-,0
2021,China,CHN,Czechia,CZE,62,0,0,-,0,-,0
2021,Cameroon,CMR,Czechia,CZE,0,5,0,-,0,-,0
2021,Dem. Rep. of the Congo,COD,Czechia,CZE,6,5,0,-,0,-,0
2021,Colombia,COL,Czechia,CZE,0,5,0,-,0,-,0
2021,Cuba,CUB,Czechia,CZE,36,11,0,-,0,-,0
2021,Eritrea,ERI,Czechia,CZE,11,0,0,-,0,-,0
2021,Ethiopia,ETH,Czechia,CZE,5,5,0,-,0,-,0
2021,Georgia,GEO,Czechia,CZE,12,51,0,-,0,-,0
2021,Guinea,GIN,Czechia,CZE,5,0,0,-,0,-,0
2021,India,IND,Czechia,CZE,0,5,0,-,0,-,0
2021,Iran (Islamic Rep. of),IRN,Czechia,CZE,6,8,0,-,0,-,0
2021,Iraq,IRQ,Czechia,CZE,89,8,0,-,0,-,0
2021,Kazakhstan,KAZ,Czechia,CZE,76,17,0,-,0,-,0
2021,Kyrgyzstan,KGZ,Czechia,CZE,18,6,0,-,0,-,0
2021,Libya,LBY,Czechia,CZE,22,5,0,-,0,-,0
2021,Lebanon,LBN,Czechia,CZE,5,0,0,-,0,-,0
2021,Sri Lanka,LKA,Czechia,CZE,7,0,0,-,0,-,0
2021,Rep. of Moldova,MDA,Czechia,CZE,17,18,0,-,0,-,0
2021,Mongolia,MNG,Czechia,CZE,10,8,0,-,0,-,0
2021,Myanmar,MMR,Czechia,CZE,149,0,0,-,0,-,0
2021,Nigeria,NGA,Czechia,CZE,8,9,0,-,0,-,0
2021,Pakistan,PAK,Czechia,CZE,8,9,0,-,0,-,0
2021,Russian Federation,RUS,Czechia,CZE,173,19,0,-,0,-,0
2021,Saudi Arabia,SAU,Czechia,CZE,5,0,0,-,0,-,0
2021,Serbia and Kosovo: S/RES/1244 (1999),SRB,Czechia,CZE,5,0,0,-,0,-,0
2021,Sierra Leone,SLE,Czechia,CZE,5,0,0,-,0,-,0
2021,Somalia,SOM,Czechia,CZE,16,10,0,-,0,-,0
2021,Viet Nam,VNM,Czechia,CZE,14,28,0,-,0,-,0
2021,Sudan,SDN,Czechia,CZE,9,0,0,-,0,-,0
2021,Syrian Arab Rep.,SYR,Czechia,CZE,358,0,0,-,0,-,0
2021,Tajikistan,TJK,Czechia,CZE,5,0,0,-,0,-,0
2021,Turkmenistan,TKM,Czechia,CZE,7,0,0,-,0,-,0
2021,Tunisia,TUN,Czechia,CZE,0,6,0,-,0,-,0
2021,Türkiye,TUR,Czechia,CZE,11,27,0,-,0,-,0
2021,Uganda,UGA,Czechia,CZE,5,0,0,-,0,-,0
2021,Ukraine,UKR,Czechia,CZE,225,120,0,-,0,-,0
2021,Uzbekistan,UZB,Czechia,CZE,35,17,0,-,0,-,0
2021,Venezuela (Bolivarian Republic of),VEN,Czechia,CZE,7,8,0,-,0,-,0
2021,Yemen,YEM,Czechia,CZE,24,5,0,-,0,-,0
2021,Stateless,XXA,Czechia,CZE,75,6,0,-,1587,-,552
2021,Unknown ,UNK,Czechia,CZE,0,536,0,-,0,-,0
2021,Afghanistan,AFG,Denmark,DNK,1696,540,0,-,0,-,0
2021,Algeria,DZA,Denmark,DNK,0,10,0,-,0,-,0
2021,Egypt,EGY,Denmark,DNK,17,6,0,-,0,-,0
2021,Armenia,ARM,Denmark,DNK,76,17,0,-,0,-,0
2021,Azerbaijan,AZE,Denmark,DNK,30,0,0,-,0,-,0
2021,Bahrain,BHR,Denmark,DNK,0,5,0,-,0,-,0
2021,Burundi,BDI,Denmark,DNK,5,0,0,-,0,-,0
2021,Bangladesh,BGD,Denmark,DNK,19,0,0,-,0,-,0
2021,Belarus,BLR,Denmark,DNK,5,12,0,-,0,-,0
2021,Bosnia and Herzegovina,BIH,Denmark,DNK,5,0,0,-,0,-,0
2021,China,CHN,Denmark,DNK,19,7,0,-,0,-,0
2021,Cameroon,CMR,Denmark,DNK,8,5,0,-,0,-,0
2021,Dem. Rep. of the Congo,COD,Denmark,DNK,66,12,0,-,0,-,0
2021,Colombia,COL,Denmark,DNK,5,12,0,-,0,-,0
2021,Eritrea,ERI,Denmark,DNK,5813,139,0,-,0,-,0
2021,Ethiopia,ETH,Denmark,DNK,94,13,0,-,0,-,0
2021,Gambia,GMB,Denmark,DNK,5,5,0,-,0,-,0
2021,Palestinian,PSE,Denmark,DNK,5,0,0,-,0,-,0
2021,Georgia,GEO,Denmark,DNK,0,38,0,-,0,-,0
2021,Ghana,GHA,Denmark,DNK,5,5,0,-,0,-,0
2021,Guinea-Bissau,GNB,Denmark,DNK,5,0,0,-,0,-,0
2021,Cote d'Ivoire,CIV,Denmark,DNK,14,0,0,-,0,-,0
2021,India,IND,Denmark,DNK,5,8,0,-,0,-,0
2021,Iran (Islamic Rep. of),IRN,Denmark,DNK,2790,108,0,-,0,-,0
2021,Iraq,IRQ,Denmark,DNK,274,54,0,-,0,-,0
2021,Jordan,JOR,Denmark,DNK,0,10,0,-,0,-,0
2021,Kenya,KEN,Denmark,DNK,5,0,0,-,0,-,0
2021,Kyrgyzstan,KGZ,Denmark,DNK,5,0,0,-,0,-,0
2021,Libya,LBY,Denmark,DNK,5,5,0,-,0,-,0
2021,Lebanon,LBN,Denmark,DNK,30,5,0,-,0,-,0
2021,Sri Lanka,LKA,Denmark,DNK,35,0,0,-,0,-,0
2021,North Macedonia,MKD,Denmark,DNK,0,5,0,-,0,-,0
2021,Mongolia,MNG,Denmark,DNK,0,5,0,-,0,-,0
2021,Morocco,MAR,Denmark,DNK,10,34,0,-,0,-,0
2021,Myanmar,MMR,Denmark,DNK,13,5,0,-,0,-,0
2021,Nepal,NPL,Denmark,DNK,5,0,0,-,0,-,0
2021,Nicaragua,NIC,Denmark,DNK,13,0,0,-,0,-,0
2021,Nigeria,NGA,Denmark,DNK,11,5,0,-,0,-,0
2021,Pakistan,PAK,Denmark,DNK,66,20,0,-,0,-,0
2021,Russian Federation,RUS,Denmark,DNK,630,29,0,-,0,-,0
2021,Rwanda,RWA,Denmark,DNK,13,5,0,-,0,-,0
2021,El Salvador,SLV,Denmark,DNK,5,0,0,-,0,-,0
2021,Serbia and Kosovo: S/RES/1244 (1999),SRB,Denmark,DNK,0,5,0,-,0,-,0
2021,Somalia,SOM,Denmark,DNK,1360,21,0,-,0,-,0
2021,Sudan,SDN,Denmark,DNK,53,9,0,-,0,-,0
2021,Syrian Arab Rep.,SYR,Denmark,DNK,19706,222,0,-,0,-,0
2021,Thailand,THA,Denmark,DNK,5,0,0,-,0,-,0
2021,Tajikistan,TJK,Denmark,DNK,6,0,0,-,0,-,0
2021,Tunisia,TUN,Denmark,DNK,5,10,0,-,0,-,0
2021,Türkiye,TUR,Denmark,DNK,22,33,0,-,0,-,0
2021,Uganda,UGA,Denmark,DNK,73,5,0,-,0,-,0
2021,Ukraine,UKR,Denmark,DNK,29,14,0,-,0,-,0
2021,United States of America,USA,Denmark,DNK,0,5,0,-,0,-,0
2021,Uzbekistan,UZB,Denmark,DNK,9,5,0,-,0,-,0
2021,Venezuela (Bolivarian Republic of),VEN,Denmark,DNK,5,0,0,-,0,-,0
2021,Yemen,YEM,Denmark,DNK,7,0,0,-,0,-,0
2021,Zambia,ZMB,Denmark,DNK,5,0,0,-,0,-,0
2021,Zimbabwe,ZWE,Denmark,DNK,8,0,0,-,0,-,0
2021,Stateless,XXA,Denmark,DNK,2923,66,0,-,11643,-,0
2021,Afghanistan,AFG,Estonia,EST,20,5,0,-,0,-,0
2021,Egypt,EGY,Estonia,EST,5,0,0,-,0,-,0
2021,Azerbaijan,AZE,Estonia,EST,5,0,0,-,0,-,0
2021,Belarus,BLR,Estonia,EST,5,0,0,-,0,-,0
2021,Eritrea,ERI,Estonia,EST,10,0,0,-,0,-,0
2021,Georgia,GEO,Estonia,EST,5,0,0,-,0,-,0
2021,Iran (Islamic Rep. of),IRN,Estonia,EST,5,0,0,-,0,-,0
2021,Iraq,IRQ,Estonia,EST,23,0,0,-,0,-,0
2021,Sri Lanka,LKA,Estonia,EST,5,0,0,-,0,-,0
2021,Russian Federation,RUS,Estonia,EST,53,5,0,-,0,-,0
2021,Serbia and Kosovo: S/RES/1244 (1999),SRB,Estonia,EST,6,0,0,-,0,-,0
2021,Sudan,SDN,Estonia,EST,16,0,0,-,0,-,0
2021,Syrian Arab Rep.,SYR,Estonia,EST,105,0,0,-,0,-,0
2021,Türkiye,TUR,Estonia,EST,25,5,0,-,0,-,0
2021,Ukraine,UKR,Estonia,EST,28,0,0,-,0,-,0
2021,Yemen,YEM,Estonia,EST,5,0,0,-,0,-,0
2021,Stateless,XXA,Estonia,EST,0,0,0,-,70594,-,0
2021,Afghanistan,AFG,Finland,FIN,3652,526,0,-,0,-,0
2021,Albania,ALB,Finland,FIN,5,5,0,-,0,-,0
2021,Algeria,DZA,Finland,FIN,7,6,0,-,0,-,0
2021,Angola,AGO,Finland,FIN,60,5,0,-,0,-,0
2021,Egypt,EGY,Finland,FIN,40,5,0,-,0,-,0
2021,Armenia,ARM,Finland,FIN,0,5,0,-,0,-,0
2021,Azerbaijan,AZE,Finland,FIN,70,5,0,-,0,-,0
2021,Burundi,BDI,Finland,FIN,6,0,0,-,0,-,0
2021,Bangladesh,BGD,Finland,FIN,25,5,0,-,0,-,0
2021,Burkina Faso,BFA,Finland,FIN,5,0,0,-,0,-,0
2021,Belarus,BLR,Finland,FIN,16,5,0,-,0,-,0
2021,Brazil,BRA,Finland,FIN,0,5,0,-,0,-,0
2021,Cambodia,KHM,Finland,FIN,5,0,0,-,0,-,0
2021,Central African Rep.,CAF,Finland,FIN,6,0,0,-,0,-,0
2021,China,CHN,Finland,FIN,190,11,0,-,0,-,0
2021,Cameroon,CMR,Finland,FIN,123,37,0,-,0,-,0
2021,Congo,COG,Finland,FIN,5,0,0,-,0,-,0
2021,Dem. Rep. of the Congo,COD,Finland,FIN,99,14,0,-,0,-,0
2021,Colombia,COL,Finland,FIN,0,11,0,-,0,-,0
2021,Cuba,CUB,Finland,FIN,5,6,0,-,0,-,0
2021,Dominican Rep.,DOM,Finland,FIN,5,0,0,-,0,-,0
2021,Eritrea,ERI,Finland,FIN,869,6,0,-,0,-,0
2021,Ethiopia,ETH,Finland,FIN,151,19,0,-,0,-,0
2021,Gambia,GMB,Finland,FIN,28,9,0,-,0,-,0
2021,Georgia,GEO,Finland,FIN,0,46,0,-,0,-,0
2021,Ghana,GHA,Finland,FIN,35,12,0,-,0,-,0
2021,Guatemala,GTM,Finland,FIN,5,0,0,-,0,-,0
2021,Guinea,GIN,Finland,FIN,24,0,0,-,0,-,0
2021,Honduras,HND,Finland,FIN,28,17,0,-,0,-,0
2021,Cote d'Ivoire,CIV,Finland,FIN,7,5,0,-,0,-,0
2021,India,IND,Finland,FIN,5,0,0,-,0,-,0
2021,Indonesia,IDN,Finland,FIN,5,0,0,-,0,-,0
2021,Iran (Islamic Rep. of),IRN,Finland,FIN,966,85,0,-,0,-,0
2021,Iraq,IRQ,Finland,FIN,9166,590,0,-,0,-,0
2021,Jordan,JOR,Finland,FIN,6,5,0,-,0,-,0
2021,Kazakhstan,KAZ,Finland,FIN,8,0,0,-,0,-,0
2021,Kenya,KEN,Finland,FIN,17,12,0,-,0,-,0
2021,Kyrgyzstan,KGZ,Finland,FIN,20,0,0,-,0,-,0
2021,Liberia,LBR,Finland,FIN,6,0,0,-,0,-,0
2021,Libya,LBY,Finland,FIN,34,6,0,-,0,-,0
2021,Lebanon,LBN,Finland,FIN,13,6,0,-,0,-,0
2021,Sri Lanka,LKA,Finland,FIN,33,6,0,-,0,-,0
2021,Rep. of Moldova,MDA,Finland,FIN,6,0,0,-,0,-,0
2021,Mali,MLI,Finland,FIN,8,0,0,-,0,-,0
2021,Morocco,MAR,Finland,FIN,39,16,0,-,0,-,0
2021,Myanmar,MMR,Finland,FIN,32,5,0,-,0,-,0
2021,Nicaragua,NIC,Finland,FIN,63,36,0,-,0,-,0
2021,Nigeria,NGA,Finland,FIN,139,57,0,-,0,-,0
2021,Pakistan,PAK,Finland,FIN,75,23,0,-,0,-,0
2021,Russian Federation,RUS,Finland,FIN,844,184,0,-,0,-,0
2021,Rwanda,RWA,Finland,FIN,39,28,0,-,0,-,0
2021,El Salvador,SLV,Finland,FIN,10,5,0,-,0,-,0
2021,Serbia and Kosovo: S/RES/1244 (1999),SRB,Finland,FIN,36,7,0,-,0,-,0
2021,Senegal,SEN,Finland,FIN,5,0,0,-,0,-,0
2021,Sierra Leone,SLE,Finland,FIN,5,10,0,-,0,-,0
2021,Somalia,SOM,Finland,FIN,2512,226,0,-,0,-,0
2021,Viet Nam,VNM,Finland,FIN,8,0,0,-,0,-,0
2021,Sudan,SDN,Finland,FIN,55,5,0,-,0,-,0
2021,South Sudan,SSD,Finland,FIN,8,0,0,-,0,-,0
2021,Syrian Arab Rep.,SYR,Finland,FIN,2660,66,0,-,0,-,0
2021,United Rep. of Tanzania,TZA,Finland,FIN,6,0,0,-,0,-,0
2021,Tajikistan,TJK,Finland,FIN,9,0,0,-,0,-,0
2021,Togo,TGO,Finland,FIN,5,0,0,-,0,-,0
2021,Tunisia,TUN,Finland,FIN,5,0,0,-,0,-,0
2021,Türkiye,TUR,Finland,FIN,819,149,0,-,0,-,0
2021,Uganda,UGA,Finland,FIN,36,6,0,-,0,-,0
2021,Ukraine,UKR,Finland,FIN,11,14,0,-,0,-,0
2021,United States of America,USA,Finland,FIN,0,5,0,-,0,-,0
2021,Uzbekistan,UZB,Finland,FIN,10,0,0,-,0,-,0
2021,Venezuela (Bolivarian Republic of),VEN,Finland,FIN,7,6,0,-,0,-,0
2021,Yemen,YEM,Finland,FIN,311,12,0,-,0,-,0
2021,Zimbabwe,ZWE,Finland,FIN,6,0,0,-,0,-,0
2021,Stateless,XXA,Finland,FIN,422,25,0,-,3556,-,0
2021,Unknown ,UNK,Finland,FIN,137,48,0,-,0,-,0
2021,Afghanistan,AFG,France,FRA,49990,9494,0,-,0,-,0
2021,Albania,ALB,France,FRA,9860,2932,0,-,0,-,0
2021,Algeria,DZA,France,FRA,3209,484,0,-,0,-,0
2021,Angola,AGO,France,FRA,6704,966,0,-,0,-,0
2021,Egypt,EGY,France,FRA,1586,395,0,-,0,-,0
2021,Argentina,ARG,France,FRA,12,5,0,-,0,-,0
2021,Armenia,ARM,France,FRA,6407,659,0,-,0,-,0
2021,Azerbaijan,AZE,France,FRA,4667,241,0,-,0,-,0
2021,Bahrain,BHR,France,FRA,21,0,0,-,0,-,0
2021,Burundi,BDI,France,FRA,1769,648,0,-,0,-,0
2021,Benin,BEN,France,FRA,162,277,0,-,0,-,0
2021,Bangladesh,BGD,France,FRA,8608,5309,0,-,0,-,0
2021,Bhutan,BTN,France,FRA,173,0,0,-,0,-,0
2021,Burkina Faso,BFA,France,FRA,492,322,0,-,0,-,0
2021,Belarus,BLR,France,FRA,810,46,0,-,0,-,0
2021,Bolivia (Plurinational State of),BOL,France,FRA,65,7,0,-,0,-,0
2021,Brazil,BRA,France,FRA,57,26,0,-,0,-,0
2021,Bosnia and Herzegovina,BIH,France,FRA,6921,192,0,-,0,-,0
2021,Bulgaria,BGR,France,FRA,70,0,0,-,0,-,0
2021,Cambodia,KHM,France,FRA,11059,5,0,-,0,-,0
2021,Canada,CAN,France,FRA,5,0,0,-,0,-,0
2021,Central African Rep.,CAF,France,FRA,5069,362,0,-,0,-,0
2021,Chad,TCD,France,FRA,3106,1210,0,-,0,-,0
2021,China,CHN,France,FRA,10015,248,0,-,0,-,0
2021,Chile,CHL,France,FRA,153,0,0,-,0,-,0
2021,Cameroon,CMR,France,FRA,2485,1355,0,-,0,-,0
2021,Congo,COG,France,FRA,5661,794,0,-,0,-,0
2021,Dem. Rep. of the Congo,COD,France,FRA,31133,2940,0,-,0,-,0
2021,Comoros,COM,France,FRA,1633,1209,0,-,0,-,0
2021,Colombia,COL,France,FRA,1036,634,0,-,0,-,0
2021,Cuba,CUB,France,FRA,304,180,0,-,0,-,0
2021,Cabo Verde,CPV,France,FRA,0,5,0,-,0,-,0
2021,Djibouti,DJI,France,FRA,518,141,0,-,0,-,0
2021,Dominica,DMA,France,FRA,5,0,0,-,0,-,0
2021,Dominican Rep.,DOM,France,FRA,136,36,0,-,0,-,0
2021,Ecuador,ECU,France,FRA,37,0,0,-,0,-,0
2021,Equatorial Guinea,GNQ,France,FRA,60,0,0,-,0,-,0
2021,Eritrea,ERI,France,FRA,10723,944,0,-,0,-,0
2021,Estonia,EST,France,FRA,5,0,0,-,0,-,0
2021,Ethiopia,ETH,France,FRA,2899,499,0,-,0,-,0
2021,Gabon,GAB,France,FRA,457,404,0,-,0,-,0
2021,Gambia,GMB,France,FRA,506,345,0,-,0,-,0
2021,Palestinian,PSE,France,FRA,1954,38,0,-,0,-,0
2021,Georgia,GEO,France,FRA,5760,2274,0,-,0,-,0
2021,Ghana,GHA,France,FRA,589,53,0,-,0,-,0
2021,Guinea-Bissau,GNB,France,FRA,1287,35,0,-,0,-,0
2021,Guatemala,GTM,France,FRA,21,5,0,-,0,-,0
2021,Guinea,GIN,France,FRA,19979,3216,0,-,0,-,0
2021,Guyana,GUY,France,FRA,29,0,0,-,0,-,0
2021,Haiti,HTI,France,FRA,6666,629,0,-,0,-,0
2021,Honduras,HND,France,FRA,48,6,0,-,0,-,0
2021,Croatia,HRV,France,FRA,63,0,0,-,0,-,0
2021,Hungary,HUN,France,FRA,74,0,0,-,0,-,0
2021,Cote d'Ivoire,CIV,France,FRA,10842,4019,0,-,0,-,0
2021,India,IND,France,FRA,319,25,0,-,0,-,0
2021,Indonesia,IDN,France,FRA,9,0,0,-,0,-,0
2021,Iran (Islamic Rep. of),IRN,France,FRA,3967,391,0,-,0,-,0
2021,Iraq,IRQ,France,FRA,13830,751,0,-,0,-,0
2021,Israel,ISR,France,FRA,9,0,0,-,0,-,0
2021,Jamaica,JAM,France,FRA,39,0,0,-,0,-,0
2021,Jordan,JOR,France,FRA,61,5,0,-,0,-,0
2021,Kazakhstan,KAZ,France,FRA,1047,37,0,-,0,-,0
2021,Kenya,KEN,France,FRA,190,0,0,-,0,-,0
2021,Kyrgyzstan,KGZ,France,FRA,526,30,0,-,0,-,0
2021,Kuwait,KWT,France,FRA,435,64,0,-,0,-,0
2021,Lao People's Dem. Rep.,LAO,France,FRA,6532,0,0,-,0,-,0
2021,Liberia,LBR,France,FRA,334,22,0,-,0,-,0
2021,Libya,LBY,France,FRA,2259,269,0,-,0,-,0
2021,Saint Lucia,LCA,France,FRA,7,0,0,-,0,-,0
2021,Lebanon,LBN,France,FRA,301,160,0,-,0,-,0
2021,Sri Lanka,LKA,France,FRA,33792,614,0,-,0,-,0
2021,Lithuania,LTU,France,FRA,6,0,0,-,0,-,0
2021,Latvia,LVA,France,FRA,38,0,0,-,0,-,0
2021,Madagascar,MDG,France,FRA,388,295,0,-,0,-,0
2021,Mauritania,MRT,France,FRA,7860,1123,0,-,0,-,0
2021,North Macedonia,MKD,France,FRA,723,254,0,-,0,-,0
2021,Rep. of Moldova,MDA,France,FRA,449,282,0,-,0,-,0
2021,Maldives,MDV,France,FRA,6,0,0,-,0,-,0
2021,Mexico,MEX,France,FRA,36,5,0,-,0,-,0
2021,Mali,MLI,France,FRA,7561,1881,0,-,0,-,0
