Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Other people in need of international protection,Stateless persons,Host Community,Others of concern
1951,Unknown ,UNK,Austria,AUT,282000,0,0,-,0,-,0
1951,Unknown ,UNK,Belgium,BEL,55000,0,0,-,0,-,0
1951,Unknown ,UNK,Denmark,DNK,2000,0,0,-,0,-,0
1951,Unknown ,UNK,France,FRA,290000,0,0,-,0,-,0
1951,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,208000,0,0,-,0,-,0
1951,Unknown ,UNK,Germany,DEU,265000,0,0,-,0,-,0
1951,Unknown ,UNK,Greece,GRC,18000,0,0,-,0,-,0
1951,Unknown ,UNK,Italy,ITA,26500,0,0,-,0,-,0
1951,Unknown ,UNK,Luxembourg,LUX,1800,0,0,-,0,-,0
1951,Unknown ,UNK,Netherlands (Kingdom of the),NLD,14200,0,0,-,0,-,0
1951,Unknown ,UNK,Norway,NOR,2500,0,0,-,0,-,0
1951,Unknown ,UNK,Spain,ESP,2000,0,0,-,0,-,0
1951,Unknown ,UNK,Sweden,SWE,44000,0,0,-,0,-,0
1951,Unknown ,UNK,Switzerland,CHE,10000,0,0,-,0,-,0
1951,Unknown ,UNK,Türkiye,TUR,2700,0,0,-,0,-,0
1952,Unknown ,UNK,Austria,AUT,238200,0,0,-,0,-,0
1952,Unknown ,UNK,Belgium,BEL,53500,0,0,-,0,-,0
1952,Unknown ,UNK,Denmark,DNK,1800,0,0,-,0,-,0
1952,Unknown ,UNK,France,FRA,280000,0,0,-,0,-,0
1952,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,200000,0,0,-,0,-,0
1952,Unknown ,UNK,Germany,DEU,240000,0,0,-,0,-,0
1952,Unknown ,UNK,Greece,GRC,19000,0,0,-,0,-,0
1952,Unknown ,UNK,Italy,ITA,25500,0,0,-,0,-,0
1952,Unknown ,UNK,Luxembourg,LUX,1800,0,0,-,0,-,0
1952,Unknown ,UNK,Netherlands (Kingdom of the),NLD,14100,0,0,-,0,-,0
1952,Unknown ,UNK,Norway,NOR,2500,0,0,-,0,-,0
1952,Unknown ,UNK,Sweden,SWE,42000,0,0,-,0,-,0
1952,Unknown ,UNK,Switzerland,CHE,9800,0,0,-,0,-,0
1952,Unknown ,UNK,Türkiye,TUR,2000,0,0,-,0,-,0
1953,Unknown ,UNK,Austria,AUT,215200,0,0,-,0,-,0
1953,Unknown ,UNK,Belgium,BEL,53000,0,0,-,0,-,0
1953,Unknown ,UNK,Denmark,DNK,1600,0,0,-,0,-,0
1953,Unknown ,UNK,France,FRA,270000,0,0,-,0,-,0
1953,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,192000,0,0,-,0,-,0
1953,Unknown ,UNK,Germany,DEU,228000,0,0,-,0,-,0
1953,Unknown ,UNK,Greece,GRC,18500,0,0,-,0,-,0
1953,Unknown ,UNK,Italy,ITA,24500,0,0,-,0,-,0
1953,Unknown ,UNK,Luxembourg,LUX,1800,0,0,-,0,-,0
1953,Unknown ,UNK,Netherlands (Kingdom of the),NLD,13900,0,0,-,0,-,0
1953,Unknown ,UNK,Norway,NOR,2500,0,0,-,0,-,0
1953,Unknown ,UNK,Sweden,SWE,37000,0,0,-,0,-,0
1953,Unknown ,UNK,Switzerland,CHE,9500,0,0,-,0,-,0
1953,Unknown ,UNK,Türkiye,TUR,2000,0,0,-,0,-,0
1954,Unknown ,UNK,Austria,AUT,150000,0,0,-,0,-,0
1954,Unknown ,UNK,Belgium,BEL,53000,0,0,-,0,-,0
1954,Unknown ,UNK,Denmark,DNK,1400,0,0,-,0,-,0
1954,Unknown ,UNK,France,FRA,263000,0,0,-,0,-,0
1954,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,182000,0,0,-,0,-,0
1954,Unknown ,UNK,Germany,DEU,225000,0,0,-,0,-,0
1954,Unknown ,UNK,Greece,GRC,19000,0,0,-,0,-,0
1954,Unknown ,UNK,Italy,ITA,21500,0,0,-,0,-,0
1954,Unknown ,UNK,Luxembourg,LUX,1800,0,0,-,0,-,0
1954,Unknown ,UNK,Netherlands (Kingdom of the),NLD,12400,0,0,-,0,-,0
1954,Unknown ,UNK,Norway,NOR,2300,0,0,-,0,-,0
1954,Unknown ,UNK,Spain,ESP,2000,0,0,-,0,-,0
1954,Unknown ,UNK,Sweden,SWE,33000,0,0,-,0,-,0
1954,Unknown ,UNK,Switzerland,CHE,9400,0,0,-,0,-,0
1954,Unknown ,UNK,Türkiye,TUR,2500,0,0,-,0,-,0
1955,Unknown ,UNK,Austria,AUT,110000,0,0,-,0,-,0
1955,Unknown ,UNK,Belgium,BEL,53000,0,0,-,0,-,0
1955,Unknown ,UNK,Denmark,DNK,1300,0,0,-,0,-,0
1955,Unknown ,UNK,France,FRA,345415,0,0,-,0,-,0
1955,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,175000,0,0,-,0,-,0
1955,Unknown ,UNK,Germany,DEU,219000,0,0,-,0,-,0
1955,Unknown ,UNK,Greece,GRC,17400,0,0,-,0,-,0
1955,Unknown ,UNK,Italy,ITA,18500,0,0,-,0,-,0
1955,Unknown ,UNK,Luxembourg,LUX,1800,0,0,-,0,-,0
1955,Unknown ,UNK,Netherlands (Kingdom of the),NLD,11400,0,0,-,0,-,0
1955,Unknown ,UNK,Norway,NOR,2300,0,0,-,0,-,0
1955,Unknown ,UNK,Sweden,SWE,28000,0,0,-,0,-,0
1955,Unknown ,UNK,Switzerland,CHE,9200,0,0,-,0,-,0
1955,Unknown ,UNK,Türkiye,TUR,2200,0,0,-,0,-,0
1956,Unknown ,UNK,Austria,AUT,140000,0,0,-,0,-,0
1956,Unknown ,UNK,Belgium,BEL,65000,0,0,-,0,-,0
1956,Unknown ,UNK,Denmark,DNK,2500,0,0,-,0,-,0
1956,Unknown ,UNK,France,FRA,363290,0,0,-,0,-,0
1956,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,182000,0,0,-,0,-,0
1956,Unknown ,UNK,Germany,DEU,221000,0,0,-,0,-,0
1956,Unknown ,UNK,Greece,GRC,16000,0,0,-,0,-,0
1956,Unknown ,UNK,Italy,ITA,21500,0,0,-,0,-,0
1956,Unknown ,UNK,Luxembourg,LUX,1900,0,0,-,0,-,0
1956,Unknown ,UNK,Netherlands (Kingdom of the),NLD,13600,0,0,-,0,-,0
1956,Unknown ,UNK,Norway,NOR,2800,0,0,-,0,-,0
1956,Unknown ,UNK,Sweden,SWE,31000,0,0,-,0,-,0
1956,Unknown ,UNK,Switzerland,CHE,20700,0,0,-,0,-,0
1956,Unknown ,UNK,Türkiye,TUR,2100,0,0,-,0,-,0
1957,Unknown ,UNK,Austria,AUT,68000,0,0,-,0,-,0
1957,Unknown ,UNK,Belgium,BEL,69000,0,0,-,0,-,0
1957,Unknown ,UNK,Denmark,DNK,2500,0,0,-,0,-,0
1957,Unknown ,UNK,France,FRA,389480,0,0,-,0,-,0
1957,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,179000,0,0,-,0,-,0
1957,Unknown ,UNK,Germany,DEU,217000,0,0,-,0,-,0
1957,Unknown ,UNK,Greece,GRC,16000,0,0,-,0,-,0
1957,Unknown ,UNK,Italy,ITA,21000,0,0,-,0,-,0
1957,Unknown ,UNK,Luxembourg,LUX,1900,0,0,-,0,-,0
1957,Unknown ,UNK,Netherlands (Kingdom of the),NLD,13500,0,0,-,0,-,0
1957,Unknown ,UNK,Norway,NOR,3400,0,0,-,0,-,0
1957,Unknown ,UNK,Sweden,SWE,33000,0,0,-,0,-,0
1957,Unknown ,UNK,Switzerland,CHE,20500,0,0,-,0,-,0
1957,Unknown ,UNK,Türkiye,TUR,2200,0,0,-,0,-,0
1958,Unknown ,UNK,Austria,AUT,53000,0,0,-,0,-,0
1958,Unknown ,UNK,Belgium,BEL,63000,0,0,-,0,-,0
1958,Unknown ,UNK,Denmark,DNK,2500,0,0,-,0,-,0
1958,Unknown ,UNK,France,FRA,381152,0,0,-,0,-,0
1958,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,175000,0,0,-,0,-,0
1958,Unknown ,UNK,Germany,DEU,212000,0,0,-,0,-,0
1958,Unknown ,UNK,Greece,GRC,15700,0,0,-,0,-,0
1958,Unknown ,UNK,Italy,ITA,21000,0,0,-,0,-,0
1958,Unknown ,UNK,Luxembourg,LUX,1900,0,0,-,0,-,0
1958,Unknown ,UNK,Netherlands (Kingdom of the),NLD,13000,0,0,-,0,-,0
1958,Unknown ,UNK,Norway,NOR,3300,0,0,-,0,-,0
1958,Unknown ,UNK,Sweden,SWE,31000,0,0,-,0,-,0
1958,Unknown ,UNK,Switzerland,CHE,20000,0,0,-,0,-,0
1958,Unknown ,UNK,Türkiye,TUR,2150,0,0,-,0,-,0
1959,Unknown ,UNK,Austria,AUT,44000,0,0,-,0,-,0
1959,Unknown ,UNK,Belgium,BEL,58000,0,0,-,0,-,0
1959,Unknown ,UNK,Denmark,DNK,2400,0,0,-,0,-,0
1959,Unknown ,UNK,France,FRA,387201,0,0,-,0,-,0
1959,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,170000,0,0,-,0,-,0
1959,Unknown ,UNK,Germany,DEU,205000,0,0,-,0,-,0
1959,Unknown ,UNK,Greece,GRC,15500,0,0,-,0,-,0
1959,Unknown ,UNK,Italy,ITA,18500,0,0,-,0,-,0
1959,Unknown ,UNK,Luxembourg,LUX,1900,0,0,-,0,-,0
1959,Unknown ,UNK,Netherlands (Kingdom of the),NLD,12800,0,0,-,0,-,0
1959,Unknown ,UNK,Norway,NOR,3100,0,0,-,0,-,0
1959,Unknown ,UNK,Sweden,SWE,28000,0,0,-,0,-,0
1959,Unknown ,UNK,Switzerland,CHE,20000,0,0,-,0,-,0
1959,Unknown ,UNK,Türkiye,TUR,2150,0,0,-,0,-,0
1960,Unknown ,UNK,Austria,AUT,39000,0,0,-,0,-,0
1960,Unknown ,UNK,Belgium,BEL,55000,0,0,-,0,-,0
1960,Unknown ,UNK,Denmark,DNK,2300,0,0,-,0,-,0
1960,Unknown ,UNK,France,FRA,245935,0,0,-,0,-,0
1960,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,167000,0,0,-,0,-,0
1960,Unknown ,UNK,Germany,DEU,197000,0,0,-,0,-,0
1960,Unknown ,UNK,Greece,GRC,15500,0,0,-,0,-,0
1960,Unknown ,UNK,Italy,ITA,15500,0,0,-,0,-,0
1960,Unknown ,UNK,Luxembourg,LUX,1900,0,0,-,0,-,0
1960,Unknown ,UNK,Netherlands (Kingdom of the),NLD,12000,0,0,-,0,-,0
1960,Unknown ,UNK,Norway,NOR,3000,0,0,-,0,-,0
1960,Unknown ,UNK,Sweden,SWE,26000,0,0,-,0,-,0
1960,Unknown ,UNK,Switzerland,CHE,20000,0,0,-,0,-,0
1960,Unknown ,UNK,Türkiye,TUR,2200,0,0,-,0,-,0
1961,Unknown ,UNK,Austria,AUT,34000,0,0,-,0,-,0
1961,Unknown ,UNK,Belgium,BEL,53000,0,0,-,0,-,0
1961,Unknown ,UNK,Denmark,DNK,2200,0,0,-,0,-,0
1961,Unknown ,UNK,France,FRA,253375,0,0,-,0,-,0
1961,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,164000,0,0,-,0,-,0
1961,Unknown ,UNK,Germany,DEU,190000,0,0,-,0,-,0
1961,Unknown ,UNK,Greece,GRC,15200,0,0,-,0,-,0
1961,Unknown ,UNK,Italy,ITA,14500,0,0,-,0,-,0
1961,Unknown ,UNK,Luxembourg,LUX,1900,0,0,-,0,-,0
1961,Unknown ,UNK,Netherlands (Kingdom of the),NLD,10000,0,0,-,0,-,0
1961,Unknown ,UNK,Norway,NOR,3000,0,0,-,0,-,0
1961,Unknown ,UNK,Spain,ESP,2000,0,0,-,0,-,0
1961,Unknown ,UNK,Sweden,SWE,26000,0,0,-,0,-,0
1961,Unknown ,UNK,Switzerland,CHE,20000,0,0,-,0,-,0
1961,Unknown ,UNK,Türkiye,TUR,2300,0,0,-,0,-,0
1962,Unknown ,UNK,Austria,AUT,30000,0,0,-,0,-,0
1962,Unknown ,UNK,Belgium,BEL,51000,0,0,-,0,-,0
1962,Unknown ,UNK,Denmark,DNK,2200,0,0,-,0,-,0
1962,Unknown ,UNK,France,FRA,259740,0,0,-,0,-,0
1962,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,160000,0,0,-,0,-,0
1962,Unknown ,UNK,Germany,DEU,185000,0,0,-,0,-,0
1962,Unknown ,UNK,Greece,GRC,15700,0,0,-,0,-,0
1962,Unknown ,UNK,Italy,ITA,14300,0,0,-,0,-,0
1962,Unknown ,UNK,Luxembourg,LUX,1900,0,0,-,0,-,0
1962,Unknown ,UNK,Netherlands (Kingdom of the),NLD,10000,0,0,-,0,-,0
1962,Unknown ,UNK,Norway,NOR,3000,0,0,-,0,-,0
1962,Unknown ,UNK,Spain,ESP,2000,0,0,-,0,-,0
1962,Unknown ,UNK,Sweden,SWE,26000,0,0,-,0,-,0
1962,Unknown ,UNK,Switzerland,CHE,20000,0,0,-,0,-,0
1962,Unknown ,UNK,Türkiye,TUR,2300,0,0,-,0,-,0
1963,Unknown ,UNK,Austria,AUT,27000,0,0,-,0,-,0
1963,Unknown ,UNK,Belgium,BEL,50000,0,0,-,0,-,0
1963,Unknown ,UNK,Denmark,DNK,2200,0,0,-,0,-,0
1963,Unknown ,UNK,France,FRA,174057,0,0,-,0,-,0
1963,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,157000,0,0,-,0,-,0
1963,Unknown ,UNK,Germany,DEU,182000,0,0,-,0,-,0
1963,Unknown ,UNK,Greece,GRC,15400,0,0,-,0,-,0
1963,Unknown ,UNK,Italy,ITA,14600,0,0,-,0,-,0
1963,Unknown ,UNK,Luxembourg,LUX,1900,0,0,-,0,-,0
1963,Unknown ,UNK,Netherlands (Kingdom of the),NLD,9500,0,0,-,0,-,0
1963,Unknown ,UNK,Norway,NOR,3000,0,0,-,0,-,0
1963,Unknown ,UNK,Spain,ESP,2000,0,0,-,0,-,0
1963,Unknown ,UNK,Sweden,SWE,26000,0,0,-,0,-,0
1963,Unknown ,UNK,Switzerland,CHE,20000,0,0,-,0,-,0
1963,Unknown ,UNK,Türkiye,TUR,2300,0,0,-,0,-,0
1964,Unknown ,UNK,Austria,AUT,25000,0,0,-,0,-,0
1964,Unknown ,UNK,Belgium,BEL,47000,0,0,-,0,-,0
1964,Unknown ,UNK,France,FRA,175861,0,0,-,0,-,0
1964,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,160000,0,0,-,0,-,0
1964,Unknown ,UNK,Germany,DEU,180000,0,0,-,0,-,0
1964,Unknown ,UNK,Greece,GRC,16000,0,0,-,0,-,0
1964,Unknown ,UNK,Italy,ITA,14000,0,0,-,0,-,0
1964,Unknown ,UNK,Netherlands (Kingdom of the),NLD,9500,0,0,-,0,-,0
1964,Unknown ,UNK,Spain,ESP,14000,0,0,-,0,-,0
1964,Unknown ,UNK,Sweden,SWE,24000,0,0,-,0,-,0
1964,Unknown ,UNK,Switzerland,CHE,20000,0,0,-,0,-,0
1964,Unknown ,UNK,Türkiye,TUR,2300,0,0,-,0,-,0
1965,Unknown ,UNK,Austria,AUT,25000,0,0,-,0,-,0
1965,Unknown ,UNK,Belgium,BEL,47000,0,0,-,0,-,0
1965,Unknown ,UNK,France,FRA,177665,0,0,-,0,-,0
1965,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,170000,0,0,-,0,-,0
1965,Unknown ,UNK,Germany,DEU,180000,0,0,-,0,-,0
1965,Unknown ,UNK,Greece,GRC,15560,0,0,-,0,-,0
1965,Unknown ,UNK,Italy,ITA,15000,0,0,-,0,-,0
1965,Unknown ,UNK,Netherlands (Kingdom of the),NLD,9000,0,0,-,0,-,0
1965,Albania,ALB,Serbia and Kosovo: S/RES/1244 (1999),SRB,4860,0,0,-,0,-,0
1965,Greece,GRC,Serbia and Kosovo: S/RES/1244 (1999),SRB,17690,0,0,-,0,-,0
1965,Hungary,HUN,Serbia and Kosovo: S/RES/1244 (1999),SRB,3270,0,0,-,0,-,0
1965,Unknown ,UNK,Spain,ESP,14000,0,0,-,0,-,0
1965,Unknown ,UNK,Sweden,SWE,22000,0,0,-,0,-,0
1965,Unknown ,UNK,Switzerland,CHE,20000,0,0,-,0,-,0
1965,Unknown ,UNK,Türkiye,TUR,2000,0,0,-,0,-,0
1966,Unknown ,UNK,Austria,AUT,24500,0,0,-,0,-,0
1966,Unknown ,UNK,Belgium,BEL,40000,0,0,-,0,-,0
1966,Unknown ,UNK,France,FRA,179468,0,0,-,0,-,0
1966,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,167000,0,0,-,0,-,0
1966,Unknown ,UNK,Germany,DEU,140000,0,0,-,0,-,0
1966,Greece,GRC,Greece,GRC,7090,0,0,-,0,-,0
1966,Unknown ,UNK,Greece,GRC,8210,0,0,-,0,-,0
1966,Unknown ,UNK,Italy,ITA,14000,0,0,-,0,-,0
1966,Unknown ,UNK,Netherlands (Kingdom of the),NLD,8500,0,0,-,0,-,0
1966,Albania,ALB,Serbia and Kosovo: S/RES/1244 (1999),SRB,4860,0,0,-,0,-,0
1966,Hungary,HUN,Serbia and Kosovo: S/RES/1244 (1999),SRB,3270,0,0,-,0,-,0
1966,Russian Federation,RUS,Serbia and Kosovo: S/RES/1244 (1999),SRB,17970,0,0,-,0,-,0
1966,Unknown ,UNK,Spain,ESP,17000,0,0,-,0,-,0
1966,Unknown ,UNK,Sweden,SWE,20000,0,0,-,0,-,0
1966,Unknown ,UNK,Switzerland,CHE,20500,0,0,-,0,-,0
1966,Unknown ,UNK,Türkiye,TUR,1900,0,0,-,0,-,0
1967,Unknown ,UNK,Austria,AUT,24000,0,0,-,0,-,0
1967,Unknown ,UNK,Belgium,BEL,34000,0,0,-,0,-,0
1967,Unknown ,UNK,France,FRA,177200,0,0,-,0,-,0
1967,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,164000,0,0,-,0,-,0
1967,Unknown ,UNK,Germany,DEU,112000,0,0,-,0,-,0
1967,Greece,GRC,Greece,GRC,4740,0,0,-,0,-,0
1967,Unknown ,UNK,Greece,GRC,7530,0,0,-,0,-,0
1967,Unknown ,UNK,Italy,ITA,13000,0,0,-,0,-,0
1967,Unknown ,UNK,Netherlands (Kingdom of the),NLD,8000,0,0,-,0,-,0
1967,Albania,ALB,Serbia and Kosovo: S/RES/1244 (1999),SRB,4260,0,0,-,0,-,0
1967,Greece,GRC,Serbia and Kosovo: S/RES/1244 (1999),SRB,18680,0,0,-,0,-,0
1967,Hungary,HUN,Serbia and Kosovo: S/RES/1244 (1999),SRB,3270,0,0,-,0,-,0
1967,Unknown ,UNK,Spain,ESP,20000,0,0,-,0,-,0
1967,Unknown ,UNK,Sweden,SWE,18000,0,0,-,0,-,0
1967,Unknown ,UNK,Switzerland,CHE,21000,0,0,-,0,-,0
1967,Unknown ,UNK,Türkiye,TUR,1850,0,0,-,0,-,0
1968,Unknown ,UNK,Austria,AUT,24000,0,0,-,0,-,0
1968,Unknown ,UNK,Belgium,BEL,33000,0,0,-,0,-,0
1968,Armenia,ARM,Cyprus,CYP,200,0,0,-,0,-,0
1968,Unknown ,UNK,France,FRA,176736,0,0,-,0,-,0
1968,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,161000,0,0,-,0,-,0
1968,Unknown ,UNK,Germany,DEU,110000,0,0,-,0,-,0
1968,Greece,GRC,Greece,GRC,2940,0,0,-,0,-,0
1968,Unknown ,UNK,Greece,GRC,5320,0,0,-,0,-,0
1968,Unknown ,UNK,Italy,ITA,13000,0,0,-,0,-,0
1968,Unknown ,UNK,Netherlands (Kingdom of the),NLD,8000,0,0,-,0,-,0
1968,Albania,ALB,Serbia and Kosovo: S/RES/1244 (1999),SRB,4120,0,0,-,0,-,0
1968,Greece,GRC,Serbia and Kosovo: S/RES/1244 (1999),SRB,18880,0,0,-,0,-,0
1968,Hungary,HUN,Serbia and Kosovo: S/RES/1244 (1999),SRB,3270,0,0,-,0,-,0
1968,Unknown ,UNK,Spain,ESP,20000,0,0,-,0,-,0
1968,Unknown ,UNK,Sweden,SWE,17000,0,0,-,0,-,0
1968,Unknown ,UNK,Switzerland,CHE,26000,0,0,-,0,-,0
1968,Unknown ,UNK,Türkiye,TUR,1980,0,0,-,0,-,0
1969,Unknown ,UNK,Austria,AUT,25000,0,0,-,0,-,0
1969,Unknown ,UNK,Belgium,BEL,30000,0,0,-,0,-,0
1969,Armenia,ARM,Cyprus,CYP,200,0,0,-,0,-,0
1969,Unknown ,UNK,France,FRA,175242,0,0,-,0,-,0
1969,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,162000,0,0,-,0,-,0
1969,Unknown ,UNK,Germany,DEU,113000,0,0,-,0,-,0
1969,Greece,GRC,Greece,GRC,2660,0,0,-,0,-,0
1969,Unknown ,UNK,Greece,GRC,3670,0,0,-,0,-,0
1969,Unknown ,UNK,Italy,ITA,14000,0,0,-,0,-,0
1969,Unknown ,UNK,Netherlands (Kingdom of the),NLD,8000,0,0,-,0,-,0
1969,Albania,ALB,Serbia and Kosovo: S/RES/1244 (1999),SRB,3920,0,0,-,0,-,0
1969,Greece,GRC,Serbia and Kosovo: S/RES/1244 (1999),SRB,18930,0,0,-,0,-,0
1969,Hungary,HUN,Serbia and Kosovo: S/RES/1244 (1999),SRB,3270,0,0,-,0,-,0
1969,Unknown ,UNK,Spain,ESP,23000,0,0,-,0,-,0
1969,Unknown ,UNK,Sweden,SWE,17000,0,0,-,0,-,0
1969,Unknown ,UNK,Switzerland,CHE,30000,0,0,-,0,-,0
1969,Albania,ALB,Türkiye,TUR,370,0,0,-,0,-,0
1969,Bulgaria,BGR,Türkiye,TUR,90,0,0,-,0,-,0
1969,Hungary,HUN,Türkiye,TUR,90,0,0,-,0,-,0
1969,Serbia and Kosovo: S/RES/1244 (1999),SRB,Türkiye,TUR,130,0,0,-,0,-,0
1969,Unknown ,UNK,Türkiye,TUR,720,0,0,-,0,-,0
1970,Unknown ,UNK,Austria,AUT,25300,0,0,-,0,-,0
1970,Unknown ,UNK,Belgium,BEL,31500,0,0,-,0,-,0
1970,Armenia,ARM,Cyprus,CYP,200,0,0,-,0,-,0
1970,Unknown ,UNK,Denmark,DNK,2000,0,0,-,0,-,0
1970,Unknown ,UNK,France,FRA,158543,0,0,-,0,-,0
1970,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,162000,0,0,-,0,-,0
1970,Unknown ,UNK,Germany,DEU,115000,0,0,-,0,-,0
1970,Greece,GRC,Greece,GRC,2360,0,0,-,0,-,0
1970,Romania,ROU,Greece,GRC,50,0,0,-,0,-,0
1970,Unknown ,UNK,Greece,GRC,3300,0,0,-,0,-,0
1970,Unknown ,UNK,Italy,ITA,13000,0,0,-,0,-,0
1970,Unknown ,UNK,Netherlands (Kingdom of the),NLD,8524,0,0,-,0,-,0
1970,Unknown ,UNK,Norway,NOR,2000,0,0,-,0,-,0
1970,Albania,ALB,Serbia and Kosovo: S/RES/1244 (1999),SRB,3920,0,0,-,0,-,0
1970,Greece,GRC,Serbia and Kosovo: S/RES/1244 (1999),SRB,18930,0,0,-,0,-,0
1970,Hungary,HUN,Serbia and Kosovo: S/RES/1244 (1999),SRB,3270,0,0,-,0,-,0
1970,Unknown ,UNK,Spain,ESP,29500,0,0,-,0,-,0
1970,Unknown ,UNK,Sweden,SWE,20000,0,0,-,0,-,0
1970,Unknown ,UNK,Switzerland,CHE,31000,0,0,-,0,-,0
1970,Albania,ALB,Türkiye,TUR,390,0,0,-,0,-,0
1970,Bulgaria,BGR,Türkiye,TUR,320,0,0,-,0,-,0
1970,Hungary,HUN,Türkiye,TUR,90,0,0,-,0,-,0
1970,Romania,ROU,Türkiye,TUR,50,0,0,-,0,-,0
1970,Serbia and Kosovo: S/RES/1244 (1999),SRB,Türkiye,TUR,150,0,0,-,0,-,0
1970,Unknown ,UNK,Türkiye,TUR,170,0,0,-,0,-,0
1971,Unknown ,UNK,Austria,AUT,25000,0,0,-,0,-,0
1971,Unknown ,UNK,Belgium,BEL,29000,0,0,-,0,-,0
1971,Armenia,ARM,Cyprus,CYP,200,0,0,-,0,-,0
1971,Unknown ,UNK,Denmark,DNK,4400,0,0,-,0,-,0
1971,Unknown ,UNK,France,FRA,141844,0,0,-,0,-,0
1971,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,150000,0,0,-,0,-,0
1971,Unknown ,UNK,Germany,DEU,125000,0,0,-,0,-,0
1971,Greece,GRC,Greece,GRC,1480,0,0,-,0,-,0
1971,Unknown ,UNK,Greece,GRC,4300,0,0,-,0,-,0
1971,Unknown ,UNK,Italy,ITA,12700,0,0,-,0,-,0
1971,Unknown ,UNK,Netherlands (Kingdom of the),NLD,8600,0,0,-,0,-,0
1971,Unknown ,UNK,Norway,NOR,3000,0,0,-,0,-,0
1971,Unknown ,UNK,Serbia and Kosovo: S/RES/1244 (1999),SRB,24000,0,0,-,0,-,0
1971,Unknown ,UNK,Spain,ESP,38000,0,0,-,0,-,0
1971,Unknown ,UNK,Sweden,SWE,20000,0,0,-,0,-,0
1971,Unknown ,UNK,Switzerland,CHE,30000,0,0,-,0,-,0
1971,Albania,ALB,Türkiye,TUR,390,0,0,-,0,-,0
1971,Bulgaria,BGR,Türkiye,TUR,340,0,0,-,0,-,0
1971,Hungary,HUN,Türkiye,TUR,90,0,0,-,0,-,0
1971,Romania,ROU,Türkiye,TUR,60,0,0,-,0,-,0
1971,Serbia and Kosovo: S/RES/1244 (1999),SRB,Türkiye,TUR,140,0,0,-,0,-,0
1971,Unknown ,UNK,Türkiye,TUR,130,0,0,-,0,-,0
1972,Unknown ,UNK,Austria,AUT,25000,0,0,-,0,-,0
1972,Unknown ,UNK,Belgium,BEL,29000,0,0,-,0,-,0
1972,Türkiye,TUR,Cyprus,CYP,200,0,0,-,0,-,0
1972,Unknown ,UNK,Denmark,DNK,3687,0,0,-,0,-,0
1972,Unknown ,UNK,France,FRA,98900,0,0,-,0,-,0
1972,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,150000,0,0,-,0,-,0
1972,Unknown ,UNK,Germany,DEU,125000,0,0,-,0,-,0
1972,Greece,GRC,Greece,GRC,940,0,0,-,0,-,0
1972,Unknown ,UNK,Greece,GRC,2410,0,0,-,0,-,0
1972,Unknown ,UNK,Italy,ITA,12600,0,0,-,0,-,0
1972,Unknown ,UNK,Netherlands (Kingdom of the),NLD,8830,0,0,-,0,-,0
1972,Unknown ,UNK,Norway,NOR,3000,0,0,-,0,-,0
1972,Albania,ALB,Serbia and Kosovo: S/RES/1244 (1999),SRB,1910,0,0,-,0,-,0
1972,Greece,GRC,Serbia and Kosovo: S/RES/1244 (1999),SRB,5670,0,0,-,0,-,0
1972,Unknown ,UNK,Serbia and Kosovo: S/RES/1244 (1999),SRB,19120,0,0,-,0,-,0
1972,Unknown ,UNK,Spain,ESP,40000,0,0,-,0,-,0
1972,Unknown ,UNK,Sweden,SWE,20000,0,0,-,0,-,0
1972,Unknown ,UNK,Switzerland,CHE,35000,0,0,-,0,-,0
1972,Albania,ALB,Türkiye,TUR,390,0,0,-,0,-,0
1972,Bulgaria,BGR,Türkiye,TUR,340,0,0,-,0,-,0
1972,Hungary,HUN,Türkiye,TUR,80,0,0,-,0,-,0
1972,Romania,ROU,Türkiye,TUR,90,0,0,-,0,-,0
