Country Name,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5927.33017801441,6383.80305888035,7069.56232428404,7762.53790844567,7820.71797164568,8445.89921321294,9436.05410916216,10480.7210077901,12067.6741095107,13030.3604109567,14510.5300945386,16483.8503582706,19094.640961399,20721.0131961211,18116.7302641547,20096.7360969805,22884.8249519631,24703.6858202502,26721.5796712844,28184.4723303858,28834.4276801135,30925.1708493589,33761.871239796,36376.1898152469,38540.7814542339,38883.1190343211,
Luxembourg,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29933.350120488,33173.2285085026,34090.7610365154,35879.9117427451,37531.6732445108,38325.315448422,39710.3938903918,42485.5935637368,44267.4522673968,49844.6769627976,55117.2564793938,56125.2294489236,58575.6792717544,60196.5435069655,64692.5970672682,68787.8547494266,78878.4577485144,85109.8794476383,90970.7211980147,86875.8537667967,90361.783087755,94475.0302265023,96636.426643956,100925.011992241,105296.284588232,107859.685999308,113365.176082265,114985.842235989,116965.586110774,117341.915064354,117500.207221609,
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5514.66596281993,5807.34058917772,6487.46600433201,7068.19507184561,7405.84797519522,8039.50636620464,9044.54639240756,10081.1918636281,11060.9427198934,12278.5848367366,13913.7883003324,15859.3153882025,18236.6092064703,19573.1553855671,17023.7549183562,17706.894512358,19248.419400173,21290.4595879,22639.0683375842,23815.8000623115,24972.7860869932,26721.7261996962,28673.5633962664,30877.0419264807,31883.2591148032,31464.484293229,
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184.28079690284,3058.13304560972,3175.81155531082,3002.66190609413,2948.04242583586,3083.73543020041,3351.09425092293,3678.12846682428,4004.96099950252,4428.07283180443,4920.41306115406,5327.428299442,5647.72573249059,6218.49981632334,5897.39182807244,6396.08927156131,6913.60229203322,7363.1623193664,8381.67183313924,8827.05410758548,9254.84860512976,10610.4778427993,11651.3174546862,12659.983658527,13577.4065771993,13000.4015858764,
North Macedonia,MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5524.76467775865,5366.98405033654,5140.88965022143,4881.03370640455,4903.32664031045,4946.48073912063,5080.90582911763,5226.71819699558,5448.07386903412,5724.47004032761,6151.79686575444,6049.91561735376,6395.22634785465,6595.4519699919,7172.00498731467,7848.88296708719,8690.23692593986,9350.90777909298,10521.8967333656,11009.9915852452,11361.0093874551,11689.9057671613,11915.6898657268,12727.3364143546,13434.8432361896,13888.2953901276,15137.9958260844,15706.4441718656,16777.4745574718,17565.2204712152,16959.671228418,
Malta,MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9019.40472370485,9644.34277922743,10220.8600373382,10823.3156800745,11570.4157258041,12475.0043770176,13076.1188344186,13820.1671703545,14470.5479472483,15110.4943411224,18355.4967894141,18510.598452046,19599.9414329873,20929.3954917416,21545.4251923105,22306.6228714756,23320.9598431822,25059.1377146874,26523.5326924729,26649.6041313751,28722.7021856242,28973.2708577894,30243.8413140141,32295.8473400221,34344.0217879777,37455.20487447,39887.0994858593,42644.0804444448,44218.9956719403,45937.7001684606,41740.7703938873,
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6001.79131234555,6770.28791887894,7100.32463176472,7340.86099625212,7842.30215116776,8313.65223425161,10458.7261021072,12459.3179568578,13816.5733090898,13022.1453737403,13636.0150798042,14472.4848211905,13863.8907024936,14870.1529377846,15371.1425541614,16332.8483105714,18199.3830289122,19682.2651956681,21489.2255407193,23097.316823303,20029.9111067353,
Netherlands,NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19164.8034178049,20136.8307694636,20789.3363222993,21400.09421424,22369.0039894425,23433.6526928315,24508.7897540574,26017.0532191171,27708.97207423,29268.5360985179,31870.8335122969,33180.1829172939,34447.2053180645,34149.6192294255,35809.785664396,37625.5617084958,41013.7866357674,43939.1453400262,46420.2016795592,44556.9211528341,45043.9042332404,46599.02103045,47272.1030187972,49241.5178406305,49233.2153954401,50288.5913949377,52288.4150841353,55088.6338006744,57826.6284976675,59004.3249664016,59268.1352982384,
Norway,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18451.1523670935,19570.0645240873,20612.1900157097,21572.3657140286,23015.468329011,24347.8175026416,26818.3035690277,28608.6541320459,28186.3913161414,30555.0490591114,36936.4865054381,37764.3084400157,37980.3539761745,38593.7083511957,42549.9438731467,47797.5299472052,54160.4818000859,55930.5334666428,61716.5997128422,55364.21942385,57919.6519537143,62076.7406576686,65354.7792483883,66961.2530988205,65892.6892787813,60368.9208717485,58939.9126133093,64050.7561654659,69808.3294106839,66799.1647159421,62644.8457362642,
Poland,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6181.89177676648,5921.53701432421,6189.79407055105,6556.68453510442,7036.272735647,7681.1968907662,8275.80159541634,8936.62578219735,9487.7542777577,10040.8983752326,10672.1210858295,11119.7151496001,11804.2662616751,12288.4628747003,13353.6821006072,13896.7933802513,15152.3360834285,16802.8339050496,18303.3529197974,19239.9284691728,21072.5265773139,22827.6981360924,23745.6977950948,24567.5061660535,25475.5046935927,26862.0525150288,28322.1069770901,30064.5034841771,31953.0350337072,33797.7673600747,34240.2473551909,
Portugal,PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11773.6219946878,12732.7778754139,13175.0758967796,13195.6234039351,13570.8832332365,14398.9200768501,14917.560359442,15788.6969790189,16687.0697070041,17718.1515724418,18876.6594757578,19524.8867396317,20356.647299736,20851.0885383283,21477.8261820846,22725.2774946084,24682.718852129,25733.1270889579,26665.8372952939,26458.9110362123,27261.9534524665,26769.5118850004,26438.0163019973,27936.0396644563,28742.4403783509,29660.8960672526,31607.7542431733,33044.7167387479,34928.5435337746,36172.0725393171,34148.9529253925,
Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5277.48212355868,4792.59502009269,4512.64721118215,4696.62669102042,4992.7848915013,5426.19766996711,5743.96197468127,5564.09450981763,5544.30857190463,5596.47248867696,5848.08495477489,6518.67529177843,7162.36577844649,7559.97534934003,8990.32564986372,9602.10475909396,11556.6242467632,13700.0935664487,16782.22907266,16631.8581907197,16976.2590867185,17896.2758641785,18869.5689682481,19781.9257079992,20657.6732894791,21605.8356153117,24271.4700174562,27141.9009335846,29309.2062729793,31901.4259622325,32116.4809530635,
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4822.50710865476,5223.60347644115,5716.20504828989,5996.36171379994,5529.65144515571,6019.11492628876,6481.9926123849,7224.61832047595,7645.78577655798,8487.60464529993,9181.68830136227,10209.1835204463,11236.2250771166,12632.0778382091,12533.9654665528,12798.2721299571,13746.9250214832,13933.8446248778,14629.006797234,14659.5795098857,14928.4670387167,15858.0962718127,16611.023740948,17698.0495086667,18842.5260621411,19107.2003013664,
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7172.28516754147,7467.04778369636,8067.91349530701,8692.95733812091,9404.87851543333,10086.1347613205,10623.006983763,10714.1771288139,11376.5559243662,12385.9884335137,13312.203306834,14181.1218408567,15226.3384286297,16639.3941239799,18914.02796042,21222.3803347842,23725.8577558996,23080.5865355505,25302.2327160354,26145.8893829396,26888.3480996682,27915.4332088556,28929.526363289,29964.8886109408,29645.7418912454,30061.5514717196,31214.5925736482,31966.5548434084,31356.458282425,
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13620.4968288412,14304.3557197526,15282.7776783034,16056.0507296246,17083.2517215913,18001.2291555596,18948.2038933955,20241.5256786998,21112.375224886,22760.9469717198,23852.6430383942,25720.4495520146,27570.1451925507,29604.2914690241,27537.7584612632,27826.8723437553,28931.383323805,29042.8202729641,29973.6993541529,30870.0236667425,31628.247175832,33936.0440637175,36507.5530416531,38961.5443523867,40670.8778673103,39768.6327915153,
Sweden,SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20414.1166714513,20720.8957048454,20825.0603811923,20757.4054596859,21877.8024984667,23094.0519589745,23927.5143864562,24805.8245735106,25887.8381771631,27471.5582721119,29618.2792561377,29927.5992711839,30926.5055989396,31814.8635093299,33858.6114263449,34244.4650156257,37730.1637455216,40905.1458740502,42158.2956995539,40279.4615973941,42223.9196702844,44608.5802614915,45432.4319692761,46312.3923824667,47184.6691338182,49103.1334338706,50430.2528196052,51947.9542478244,53521.6306428288,54598.7803541484,55037.7239019554,
Turkey,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.07825805481,8750.56856904912,9330.78940277217,10153.751369379,9649.88521813406,10394.4522484118,11130.5311103979,11964.035329903,9102.6876922475,8774.3477483602,9628.91470174629,9280.25319725365,9401.23132772185,9699.92386379777,10979.769043155,12003.8479309778,13748.436532895,14986.1491469257,16182.4805088566,15597.9969428862,17542.1974989753,19799.1156771937,20772.4989492004,22438.7142497217,24090.2360374724,25753.3905100464,26512.0169514886,27913.8187158996,27960.980283621,26867.470307977,27235.4258308094,
Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7617.17723490052,7174.58251251003,6592.61013389288,5787.34074186425,4579.95117490992,4138.08264684531,3826.26108038127,3812.42716691283,3816.03363536428,3899.98046642857,4265.12266190064,4792.33830734275,5177.01359617013,5822.02875221654,6734.88271360069,7210.60349505145,8045.48650081632,8993.8938563655,9425.43953464763,8095.59141512148,8558.99171339789,9246.76919300463,9705.35870651105,11111.0514341141,10743.5863638157,10164.3273340852,11148.196546631,11860.5609298492,12633.1340735213,13346.4758771814,13054.7609939201,
